species,order,LogBrain,LogBody,BrainResidual,BehaviorCategories,MigratoryDistance,SnowWeeks,EVI.BreedingSite(Winter),EVI.BreedingSite(Summer),EVI.NonBreedingSite(Winter),CV(EVI)Intra-year,CV(EVI)Among-years,PPC1,PPC2,FruitConsumer,InsectConsumer,ForestDweller,DietBreadth,Incubation,Fledging,DevelopmentalMode,SocialMatingSystem,ColonialBreeding,SocialForaging
Columba_arquatrix,COLUMBIFORMES,0.875,6.215,-0.278,Resident.LowLat,0,0.001,1.461,1.531,1.461,0.022,0.011,0.328,-0.04,1,1,1,0.185,17,19,altricial,Monogamous,Solitary,NA
Columba_guinea,COLUMBIFORMES,0.693,5.927,-0.32,Resident.LowLat,0,0,1.417,1.466,1.417,0.023,0.009,-0.555,-1.506,1,0,0,0.17,15.5,21.5,altricial,Monogamous,Facultative,Aggregation
Columba_leucomela,COLUMBIFORMES,0.822,5.987,-0.219,Resident.LowLat,0,0.003,1.528,1.579,1.528,0.01,0.011,-1.548,0.831,1,0,1,0.17,19.5,21.5,altricial,Monogamous,Solitary,Aggregation
Columba_vitiensis,COLUMBIFORMES,0.803,5.94,-0.216,Resident.MidLat,0,0,1.694,1.692,1.694,0.012,0.014,0.02,2.549,1,1,1,0.185,21,18,altricial,Monogamous,NA,NA
Columbina_inca,COLUMBIFORMES,-0.294,3.75,-0.189,Resident.MidLat,0,0.171,1.418,1.489,1.418,0.018,0.01,-0.223,-0.764,1,0,1,0.17,14,15,altricial,Monogamous,Solitary,Aggregation
Columbina_minuta,COLUMBIFORMES,-0.566,3.392,-0.272,Resident.LowLat,0,0,1.563,1.618,1.563,0.02,0.013,0.539,1.064,0,0,0,0,13,13,altricial,Monogamous,Solitary,Aggregation
Columbina_passerina,COLUMBIFORMES,-0.463,3.496,-0.223,Resident.LowLat,0,0.007,1.552,1.569,1.552,0.018,0.013,0.38,1.229,1,0,0,0.181,13.5,11,altricial,Monogamous,NA,Pair
Columbina_picui,COLUMBIFORMES,-0.284,3.944,-0.279,Resident.MidLat,0,0.14,1.5,1.568,1.5,0.018,0.012,0.68,0.57,0,0,0,0,12,12.5,altricial,Monogamous,Solitary,Bonded
Columbina_talpacoti,COLUMBIFORMES,-0.298,3.852,-0.245,Resident.LowLat,0,0,1.62,1.634,1.62,0.018,0.013,0.283,1.302,0,1,0,0.173,12.25,11.75,altricial,Monogamous,Solitary,Aggregation
Conopophaga_lineata,PASSERIFORMES,-0.357,3.08,0.101,Resident.MidLat,0,0,1.523,1.616,1.523,0.023,0.012,0.57,0.215,0,1,1,0.023,14,14,altricial,Monogamous,Solitary,NA
Conopophila_albogularis,PASSERIFORMES,-0.58,2.351,0.261,Resident.LowLat,0,0,1.509,1.57,1.509,0.013,0.009,-1.914,-0.555,0,1,1,0.192,NA,NA,altricial,NA,NA,NA
Contopus_latirostris,PASSERIFORMES,-0.959,2.359,-0.122,Resident.LowLat,0,0,1.642,1.704,1.642,0.012,0.014,0.077,2.561,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,NA
Copsychus_saularis,PASSERIFORMES,0.037,3.502,0.274,Resident.LowLat,0,0.084,1.513,1.596,1.513,0.025,0.011,1.041,-0.41,0,1,0,0.08,13.05,14.2,altricial,Monogamous,Solitary,NA
Coracias_garrulus,CORACIIFORMES,0.765,4.862,0.297,Migrant.Long,5563.439,NA,1.305,1.359,1.445,0.039,0.01,NA,NA,0,1,1,0.036,18,26.5,altricial,Monogamous,Solitary,Solitary
Coracina_caledonica,PASSERIFORMES,1.115,4.979,0.583,Resident.LowLat,0,0.001,1.734,1.732,1.734,0.01,0.014,-0.421,2.496,1,1,1,0.073,NA,NA,altricial,Monogamous,Solitary,NA
Coracina_maxima,PASSERIFORMES,0.788,4.903,0.297,Resident.LowLat,0,0,1.355,1.371,1.355,0.008,0.009,-2.959,-0.549,0,1,0,0.07,21,29,altricial,NA,NA,NA
Coracina_novaehollandiae,PASSERIFORMES,0.862,4.85,0.4,Migrant.Short,3928.836,NA,1.524,1.522,1.65,0.056,0.009,NA,NA,1,1,1,0.139,22.75,22.5,altricial,Monogamous,Solitary,NA
Coracina_tenuirostris,PASSERIFORMES,0.539,4.073,0.477,Migrant.Short,2532.562,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.073,22,28,altricial,NA,NA,NA
Coragyps_atratus,ACCIPITRIFORMES,2.431,7.489,0.628,Resident.LowLat,0,0.154,1.568,1.574,1.568,0.018,0.012,0.482,0.237,0,1,0,0.001,38.25,78.75,semialtricial,Monogamous,Solitary,Solitary
Corcorax_melanorhamphos,PASSERIFORMES,1.639,5.855,0.662,Resident.MidLat,0,0.004,1.437,1.427,1.437,0.012,0.013,-0.481,1.727,0,1,1,0.174,18.75,25.5,altricial,Monogamous,Facultative,Bonded
Cormobates_leucophaea,PASSERIFORMES,-0.192,3.107,0.251,Resident.MidLat,0,0.008,1.518,1.483,1.518,0.016,0.015,1.082,2.91,0,1,1,0,22.5,25.5,altricial,Monogamous,Solitary,NA
Corvus_albus,PASSERIFORMES,2.268,6.37,1.039,Resident.LowLat,0,0,1.488,1.488,1.488,0.022,0.009,-0.509,-1.122,0,0,0,0.154,18.5,40,altricial,Monogamous,Solitary,Aggregation
Corvus_bennetti,PASSERIFORMES,2.022,6.108,0.922,Resident.MidLat,0,0,1.332,1.35,1.332,0.006,0.008,-3.567,-0.989,1,1,0,0.146,17.6,30,altricial,NA,NA,NA
Corvus_brachyrhynchos,PASSERIFORMES,1.97,6.083,0.882,Migrant.Short,1985.2,NA,1.114,1.339,1.279,0.075,0.016,NA,NA,0,1,1,0.15,18,31.5,altricial,Monogamous,Solitary,Aggregation
Corvus_caurinus,PASSERIFORMES,2.005,5.923,0.994,Resident.HighLat,0,15.172,1.123,1.265,1.123,0.052,0.019,17.874,-5.643,1,1,0,0.15,18.1,31.7,altricial,Monogamous,Facultative,NA
Corvus_corax,PASSERIFORMES,2.671,6.958,1.145,Resident.HighLat,0,11.705,1.149,1.271,1.149,0.058,0.016,16.607,-7.275,0,0,1,0.133,20.5,42,altricial,Monogamous,Solitary,Aggregation
Corvus_corone,PASSERIFORMES,2.092,6.285,0.904,Migrant.Short,4126.677,NA,1.007,1.138,1.482,0.172,0.016,NA,NA,0,1,1,0.063,18.5,32.95,altricial,Monogamous,Solitary,Bonded
Corvus_coronoides,PASSERIFORMES,2.282,6.363,1.056,Resident.MidLat,0,0.002,1.38,1.387,1.38,0.009,0.01,-2.128,0.182,1,1,1,0.139,20,42.55,altricial,Monogamous,Solitary,Aggregation
Corvus_cryptoleucus,PASSERIFORMES,2.257,6.321,1.051,Migrant.Short,643.717,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0.137,21,30,altricial,Monogamous,NA,NA
Corvus_dauuricus,PASSERIFORMES,1.548,5.375,0.817,Migrant.Short,1753.196,NA,1.211,1.324,1.459,0.084,0.013,NA,NA,0,1,1,0.173,NA,NA,altricial,NA,NA,NA
Corvus_frugilegus,PASSERIFORMES,2.023,6.254,0.849,Migrant.Short,3328.089,NA,1.142,1.298,1.354,0.081,0.016,NA,NA,0,1,0,0.138,17,32.75,altricial,Monogamous,Colonial,Bonded
Corvus_mellori,PASSERIFORMES,2.14,5.704,1.24,Resident.MidLat,0,0.006,1.453,1.403,1.453,0.013,0.013,-0.167,1.938,0,1,0,0.076,19.1,37.3,altricial,Monogamous,Facultative,Aggregation
Corvus_monedula,PASSERIFORMES,1.629,5.511,0.828,Migrant.Short,1918.678,NA,1.198,1.292,1.266,0.036,0.013,NA,NA,0,1,0,0.152,17.5,32.5,altricial,Monogamous,Facultative,Bonded
Corvus_moneduloides,PASSERIFORMES,1.978,5.589,1.138,Resident.MidLat,0,0,1.583,1.615,1.583,0.007,0.01,-2.37,0.394,1,1,1,0.139,NA,NA,altricial,NA,NA,NA
Corvus_orru,PASSERIFORMES,2.196,6.304,0.998,Resident.LowLat,0,0,1.4,1.439,1.4,0.008,0.009,-2.88,-0.512,1,1,1,0.149,19.25,39.85,altricial,Monogamous,Solitary,Aggregation
Corvus_ossifragus,PASSERIFORMES,1.808,5.707,0.907,Resident.MidLat,0,0.754,1.525,1.548,1.525,0.031,0.01,3.174,-3.113,1,1,0,0.15,17,28.5,altricial,Monogamous,NA,NA
Coryphistera_alaudina,PASSERIFORMES,-0.062,3.535,0.157,Resident.MidLat,0,0.002,1.447,1.529,1.447,0.019,0.013,0.441,1.137,0,1,0,0,NA,NA,altricial,Monogamous,Solitary,Bonded
Coryphospingus_cucullatus,PASSERIFORMES,-0.412,2.679,0.257,Resident.MidLat,0,0.001,1.534,1.607,1.534,0.02,0.012,0.344,0.58,NA,NA,NA,NA,NA,NA,altricial,NA,NA,NA
Corythaixoides_concolor,MUSOPHAGIFORMES,1.308,5.429,0.549,Resident.LowLat,0,0,1.404,1.553,1.404,0.025,0.009,-0.048,-1.374,1,0,0,0.09,26,33,semialtricial,Monogamous,Solitary,NA
Cossypha_caffra,PASSERIFORMES,0.033,3.384,0.33,Resident.MidLat,0,0.001,1.391,1.473,1.391,0.018,0.01,-1.087,-0.773,0,1,1,0.148,16.1,16.5,altricial,Monogamous,Solitary,NA
Coturnicops_noveboracensis,GRUIFORMES,-0.223,3.961,-0.227,Migrant.Short,2403.54,NA,1.137,1.366,1.515,0.089,0.016,NA,NA,0,1,0,0.128,17.25,18.5,precocial,Facultative,Facultative,NA
Coturnix_chinensis,GALLIFORMES,-0.528,3.215,-0.141,Resident.LowLat,0,0.003,1.57,1.573,1.57,0.022,0.011,0.284,-0.06,0,1,0,0.151,16.5,28,precocial,Monogamous,NA,Solitary
Coturnix_coturnix,GALLIFORMES,-0.151,4.211,-0.284,Migrant.Short,4556.478,NA,1.252,1.351,1.362,0.046,0.011,NA,NA,0,1,0,0.173,18.5,9.55,precocial,Facultative,Solitary,Solitary
Coturnix_pectoralis,GALLIFORMES,-0.062,4.505,-0.346,Resident.MidLat,0,0.001,1.36,1.367,1.36,0.008,0.009,-2.861,-0.368,0,1,0,0.151,19.5,0.1,precocial,Monogamous,Solitary,NA
Cracticus_nigrogularis,PASSERIFORMES,1.22,4.812,0.778,Resident.MidLat,0,0.001,1.363,1.388,1.363,0.008,0.009,-2.839,-0.585,0,1,1,0.055,21.5,29.5,altricial,Monogamous,Solitary,NA
Cracticus_quoyi,PASSERIFORMES,1.267,5.193,0.627,Resident.MidLat,0,0,1.594,1.631,1.594,0.012,0.012,-0.907,1.155,1,1,1,0.065,NA,NA,altricial,NA,Solitary,NA
Cracticus_torquatus,PASSERIFORMES,1.039,4.646,0.681,Resident.MidLat,0,0.006,1.367,1.378,1.367,0.008,0.009,-2.758,-0.421,0,1,1,0.08,21,28,altricial,Monogamous,Solitary,NA
Crateroscelis_nigrorufa,PASSERIFORMES,-0.223,2.741,0.413,Resident.LowLat,0,0,1.662,1.653,1.662,0.011,0.014,-0.112,2.733,0,1,1,0,NA,NA,altricial,Monogamous,NA,NA
Crex_crex,GRUIFORMES,0.272,4.551,-0.036,Migrant.Long,7853.787,NA,1.19,1.334,1.539,0.087,0.015,NA,NA,0,1,0,0.145,17.5,19.75,precocial,Polygamous,Solitary,Solitary
Crotophaga_ani,CUCULIFORMES,0.47,4.607,0.133,Resident.LowLat,0,0,1.615,1.637,1.615,0.017,0.013,0.204,1.313,0,1,0,0.076,15.8,7.75,altricial,Monogamous,Colonial,Bonded
Cuculus_canorus,CUCULIFORMES,0.438,4.059,0.383,Migrant.Long,7758.889,NA,1.359,1.346,1.549,0.092,0.014,NA,NA,0,1,1,0.024,12,18.5,altricial,Monogamous,NA,Solitary
Cuculus_pallidus,CUCULIFORMES,0.397,4.402,0.166,Migrant.Short,2231.5,NA,1.37,1.367,1.539,0.075,0.009,NA,NA,0,1,1,0,13,NA,altricial,NA,NA,NA
Cuculus_saturatus,CUCULIFORMES,0.434,4.284,0.263,Migrant.Short,2954.755,NA,1.481,1.567,1.669,0.041,0.012,NA,NA,1,1,1,0.065,NA,NA,altricial,NA,NA,NA
Culicicapa_helianthea,PASSERIFORMES,-1.163,2.017,-0.151,Resident.LowLat,0,0,1.67,1.696,1.67,0.012,0.014,-0.25,2.113,0,1,1,0,NA,NA,altricial,NA,NA,NA
Cyanerpes_cyaneus,PASSERIFORMES,-0.523,2.506,0.237,Resident.LowLat,0,0,1.689,1.667,1.689,0.014,0.013,-0.189,1.55,1,1,1,0.14,12.5,14,altricial,Monogamous,Solitary,Bonded
Cyanocitta_cristata,PASSERIFORMES,1.072,4.49,0.796,Migrant.Short,2316.274,NA,1.14,1.358,1.396,0.06,0.017,NA,NA,0,0,1,0.135,17,19,altricial,Monogamous,Solitary,Bonded
Cyanocitta_stelleri,PASSERIFORMES,1.194,4.743,0.789,Resident.HighLat,0,8.656,1.247,1.369,1.247,0.042,0.014,12.524,-6.294,1,1,1,0.147,16,16,altricial,Monogamous,Solitary,NA
Cyanocorax_affinis,PASSERIFORMES,1.508,5.318,0.807,Resident.LowLat,0,0.001,1.619,1.688,1.619,0.016,0.014,0.45,1.993,1,1,1,0.072,NA,NA,altricial,NA,NA,NA
Cyanoramphus_auriceps,PSITTACIFORMES,0.896,3.497,1.136,Resident.HighLat,0,4.522,1.436,1.527,1.436,0.036,0.026,14.705,3.339,1,1,1,0.153,19,40,altricial,Monogamous,NA,NA
Cyanoramphus_novaezelandiae,PSITTACIFORMES,0.811,4.078,0.747,Resident.HighLat,0,1.469,1.509,1.481,1.509,0.031,0.022,9.253,3.349,1,1,1,0.153,NA,NA,altricial,Monogamous,NA,NA
Cyanoramphus_unicolor,PSITTACIFORMES,1.393,4.468,1.128,Resident.HighLat,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0.073,26,50,altricial,Monogamous,NA,NA
Cyclarhis_gujanensis,PASSERIFORMES,0.223,3.526,0.447,Resident.LowLat,0,0.001,1.604,1.631,1.604,0.018,0.013,0.305,1.211,1,1,1,0.063,NA,NA,altricial,NA,Colonial,NA
Cyclopsitta_diophthalma,PSITTACIFORMES,0.531,3.497,0.77,Resident.LowLat,0,0,1.687,1.695,1.687,0.011,0.014,-0.139,2.593,1,1,1,0.229,NA,NA,altricial,Monogamous,NA,NA
Cyclopsitta_gulielmitertii,PSITTACIFORMES,0.422,3.384,0.72,Resident.LowLat,0,0,1.696,1.692,1.696,0.01,0.014,-0.226,2.657,0,0,1,0.098,NA,NA,altricial,Monogamous,NA,NA
Cygnus_atratus,ANSERIFORMES,2.519,8.597,0.136,Resident.MidLat,0,0,1.331,1.366,1.331,0.006,0.008,-3.752,-1.27,0,0,0,0,40,0.1,precocial,Monogamous,Solitary,NA
Cygnus_buccinator,ANSERIFORMES,3.01,9.006,0.416,Migrant.Short,903.464,NA,1.095,1.252,1.173,0.108,0.021,NA,NA,0,0,1,0.098,35,0.1,precocial,Monogamous,Solitary,NA
Cygnus_columbianus,ANSERIFORMES,2.854,8.894,0.318,Migrant.Short,3661.34,NA,1.003,1.096,1.362,0.193,0.017,NA,NA,0,0,0,0.1,31.5,22,precocial,Monogamous,Solitary,NA
Cygnus_cygnus,ANSERIFORMES,2.918,8.865,0.397,Migrant.Short,2320.656,NA,1.039,1.232,1.182,0.131,0.018,NA,NA,0,0,0,0.073,35,44,precocial,Monogamous,Solitary,Aggregation
Cymbilaimus_lineatus,PASSERIFORMES,0.189,3.356,0.501,Resident.LowLat,0,0,1.711,1.681,1.711,0.013,0.013,-0.294,1.76,0,1,1,0.025,NA,NA,altricial,NA,NA,NA
Cyornis_rubeculoides,PASSERIFORMES,-0.575,2.506,0.185,Migrant.Short,1866.045,NA,1.483,1.583,1.546,0.03,0.011,NA,NA,0,1,1,0,11.5,NA,altricial,NA,NA,NA
Cyphorhinus_arada,PASSERIFORMES,-0.142,2.93,0.394,Resident.LowLat,0,0,1.723,1.677,1.723,0.012,0.013,-0.336,1.965,0,1,1,0.024,NA,NA,altricial,Monogamous,Solitary,Pair
Cyrtonyx_montezumae,GALLIFORMES,0.336,5.252,-0.332,Resident.MidLat,0,0.236,1.399,1.504,1.399,0.022,0.009,0.038,-1.968,1,1,0,0.153,25.5,0.1,precocial,NA,NA,NA
Dacelo_leachii,CORACIIFORMES,1.483,5.616,0.63,Resident.LowLat,0,0,1.394,1.462,1.394,0.011,0.008,-2.68,-1.028,0,1,1,0.002,25.5,36,altricial,NA,NA,NA
Dacelo_novaeguineae,CORACIIFORMES,1.419,5.617,0.566,Resident.MidLat,0,0.003,1.428,1.435,1.428,0.012,0.012,-0.926,1.176,0,1,1,0.002,25,35.5,altricial,Monogamous,Solitary,NA
Daphoenositta_chrysoptera,PASSERIFORMES,-0.616,2.603,0.093,Resident.MidLat,0,0.002,1.397,1.41,1.397,0.01,0.01,-2.173,-0.142,0,1,1,0,16,17.5,altricial,Monogamous,Solitary,NA
Dasyornis_brachypterus,PASSERIFORMES,0.372,3.784,0.459,Resident.MidLat,0,0.001,1.532,1.569,1.532,0.009,0.011,-1.939,0.703,0,1,1,0.208,NA,NA,altricial,NA,NA,NA
Dasyornis_broadbenti,PASSERIFORMES,0.629,4.422,0.387,Resident.MidLat,0,0.015,1.689,1.502,1.689,0.028,0.018,4.326,3.88,1,1,1,0.147,21,NA,altricial,Monogamous,Solitary,Aggregation
Dendragapus_canadensis,GALLIFORMES,0.89,6.255,-0.284,Resident.HighLat,0,19.651,1.059,1.267,1.059,0.075,0.021,23.063,-6.709,0,0,1,0.026,22.8,0.1,precocial,Polygamous,Solitary,Aggregation
Dendragapus_obscurus,GALLIFORMES,1.163,7.028,-0.399,Resident.HighLat,0,16.331,1.091,1.269,1.091,0.066,0.019,20.42,-6.45,0,0,1,0.026,26,0.1,precocial,Monogamous,Solitary,Bonded
Dendrocincla_fuliginosa,PASSERIFORMES,0.076,3.673,0.221,Resident.LowLat,0,0,1.671,1.661,1.671,0.015,0.013,-0.198,1.346,0,1,1,0.001,NA,24,altricial,Monogamous,Solitary,NA
Dendrocolaptes_certhia,PASSERIFORMES,0.574,4.199,0.447,Resident.LowLat,0,0,1.708,1.679,1.708,0.013,0.013,-0.33,1.764,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,Aggregation
Dendrocygna_arcuata,ANSERIFORMES,1.553,6.593,0.211,Resident.LowLat,0,0,1.478,1.519,1.478,0.011,0.011,-1.713,0.368,0,0,0,0,29,1,precocial,Monogamous,Solitary,Aggregation
Dendrocygna_eytoni,ANSERIFORMES,1.517,6.615,0.164,Resident.LowLat,0,0.002,1.371,1.403,1.371,0.009,0.009,-2.56,-0.34,0,0,0,0.098,29,NA,precocial,Monogamous,Solitary,Aggregation
Dendroica_caerulescens,PASSERIFORMES,-0.864,2.277,0.016,Migrant.Short,2997.933,NA,1.259,1.507,1.567,0.058,0.014,NA,NA,0,1,1,0.106,12.4,9.3,altricial,Facultative,Solitary,Solitary
Dendroica_petechia,PASSERIFORMES,-0.653,2.404,0.16,Migrant.Long,5422.655,NA,1.183,1.334,1.581,0.109,0.015,NA,NA,0,1,0,0.024,11.4,9.4,altricial,Facultative,Solitary,Solitary
Dendroplex_picus,PASSERIFORMES,0.233,3.543,0.448,Resident.LowLat,0,0,1.652,1.654,1.652,0.016,0.013,0.096,1.59,0,1,1,0.054,NA,NA,altricial,Monogamous,Solitary,NA
Deroptyus_accipitrinus,PSITTACIFORMES,2.104,5.527,1.295,Resident.LowLat,0,0,1.7,1.679,1.7,0.013,0.013,-0.428,1.598,1,0,1,0.135,28,63,altricial,Monogamous,NA,NA
Dicaeum_aeruginosum,PASSERIFORMES,-0.703,2.471,0.075,Resident.LowLat,0,0,1.652,1.702,1.652,0.013,0.013,-0.203,1.878,1,1,1,0.076,NA,NA,altricial,Monogamous,Solitary,NA
Dicaeum_hirundinaceum,PASSERIFORMES,-1.022,1.386,0.315,Resident.MidLat,0,0.001,1.369,1.389,1.369,0.009,0.009,-2.692,-0.492,1,1,1,0.144,11.5,15,altricial,Monogamous,Solitary,Aggregation
Dinopium_javanense,PICIFORMES,1.099,4.702,0.713,Resident.LowLat,0,0,1.598,1.666,1.598,0.019,0.012,0.331,0.916,0,1,1,0,NA,NA,altricial,NA,NA,Pair
Drymodes_brunneopygia,PASSERIFORMES,-0.015,3.655,0.14,Resident.MidLat,0,0,1.418,1.359,1.418,0.015,0.01,-1.118,-0.011,0,1,0,0.057,NA,NA,altricial,Monogamous,Solitary,NA
Dryocopus_pileatus,PICIFORMES,1.882,5.711,0.978,Resident.HighLat,0,9.993,1.299,1.453,1.299,0.064,0.019,18.177,-5.448,0,1,1,0.073,18,26.9,altricial,Monogamous,Solitary,Solitary
Dryoscopus_cubla,PASSERIFORMES,0.201,3.273,0.557,Resident.LowLat,0,0,1.445,1.57,1.445,0.025,0.01,0.229,-1.137,0,1,1,0.075,13,17,altricial,Monogamous,Solitary,Aggregation
Ducula_aenea,COLUMBIFORMES,1.224,6.492,-0.066,Resident.LowLat,0,0.011,1.593,1.661,1.593,0.019,0.012,0.335,0.922,1,0,1,0,NA,NA,altricial,Monogamous,NA,Aggregation
Ducula_bicolor,COLUMBIFORMES,1.056,5.94,0.036,Resident.LowLat,0,0.001,1.678,1.675,1.678,0.012,0.013,-0.379,1.903,1,0,1,0,27,23,altricial,Monogamous,NA,NA
Ducula_goliath,COLUMBIFORMES,1.216,6.659,-0.16,Resident.MidLat,0,0,1.583,1.615,1.583,0.007,0.01,-2.37,0.394,1,0,1,0,NA,NA,altricial,Monogamous,NA,NA
Ducula_melanochroa,COLUMBIFORMES,1.335,6.613,-0.018,Resident.LowLat,0,0.001,1.774,1.769,1.774,0.01,0.015,0.199,3.402,1,0,1,0,NA,NA,altricial,Monogamous,NA,NA
Ducula_pacifica,COLUMBIFORMES,0.875,5.994,-0.169,Resident.LowLat,0,0.001,1.752,1.753,1.752,0.01,0.013,-0.932,1.874,1,0,1,0,NA,NA,altricial,Monogamous,NA,NA
Dulus_dominicus,PASSERIFORMES,0.24,3.863,0.287,Resident.LowLat,0,0,1.573,1.669,1.573,0.015,0.012,-0.442,1.101,1,0,0,0,NA,NA,altricial,Monogamous,Colonial,NA
Dumetella_carolinensis,PASSERIFORMES,0.107,3.643,0.268,Migrant.Short,2663.231,NA,1.318,1.438,1.543,0.056,0.014,NA,NA,1,1,0,0.066,13.15,11.5,altricial,Monogamous,Solitary,Solitary
Dysithamnus_mentalis,PASSERIFORMES,-0.35,2.417,0.457,Resident.LowLat,0,0,1.583,1.636,1.583,0.019,0.012,0.329,0.837,0,1,1,0.024,15,9,altricial,NA,NA,NA
Eclectus_roratus,PSITTACIFORMES,1.881,5.73,0.967,Resident.LowLat,0,0,1.701,1.7,1.701,0.011,0.014,-0.1,2.758,1,0,1,0.135,28.25,82.25,altricial,Monogamous,NA,NA
Egretta_novaehollandiae,PELECANIFORMES,1.361,6.349,0.142,Migrant.Short,1432.453,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.002,25,25,semialtricial,Monogamous,Facultative,Aggregation
Elaenia_frantzii,PASSERIFORMES,-0.503,3.068,-0.039,Resident.LowLat,0,0.001,1.602,1.658,1.602,0.014,0.012,-0.395,1.268,1,1,1,0.073,15,15.5,altricial,Monogamous,Solitary,Aggregation
Elaenia_martinica,PASSERIFORMES,-0.427,2.922,0.114,Resident.LowLat,0,0,1.61,1.665,1.61,0.012,0.012,-0.801,1.439,1,1,1,0.073,NA,NA,altricial,Monogamous,Solitary,NA
Elanus_axillaris,ACCIPITRIFORMES,1.226,5.477,0.442,Resident.LowLat,0,0.003,1.384,1.36,1.384,0.008,0.009,-2.923,-0.647,0,1,0,0.001,31.5,22.5,semialtricial,Monogamous,Facultative,Solitary
Empidonax_minimus,PASSERIFORMES,-0.961,2.349,-0.119,Migrant.Short,3808.026,NA,1.149,1.352,1.53,0.09,0.017,NA,NA,0,1,1,0.024,14,14.75,altricial,Monogamous,Solitary,NA
Enicognathus_ferrugineus,PSITTACIFORMES,1.668,5.214,1.018,Resident.HighLat,0,3.609,1.329,1.399,1.329,0.041,0.019,11.785,-1.06,0,0,1,0.108,27.2,NA,altricial,Monogamous,Colonial,NA
Enicurus_scouleri,PASSERIFORMES,-0.288,2.639,0.403,Resident.MidLat,0,2.823,1.387,1.495,1.387,0.036,0.012,7.568,-4.416,0,1,1,0.021,NA,NA,altricial,Monogamous,Solitary,NA
Entomyzon_cyanotis,PASSERIFORMES,0.875,4.668,0.507,Resident.MidLat,0,0.001,1.418,1.452,1.418,0.012,0.011,-1.396,0.341,1,1,1,0.149,16.5,23.5,altricial,Monogamous,Solitary,Aggregation
Eopsaltria_australis,PASSERIFORMES,-0.071,2.965,0.447,Resident.MidLat,0,0.007,1.487,1.478,1.487,0.014,0.014,0.368,2.404,0,1,1,0,16.1,12.6,altricial,Monogamous,Solitary,Aggregation
Eopsaltria_georgiana,PASSERIFORMES,-0.292,2.984,0.216,Resident.MidLat,0,0.002,1.564,1.491,1.564,0.014,0.011,-1.069,0.209,0,1,1,0,14,NA,altricial,NA,NA,NA
Eopsaltria_griseogularis,PASSERIFORMES,-0.192,3.083,0.263,Resident.MidLat,0,0,1.412,1.365,1.412,0.014,0.009,-1.912,-0.871,0,1,1,0.173,15,NA,altricial,Monogamous,NA,NA
Epinecrophylla_fulviventris,PASSERIFORMES,-0.729,2.324,0.126,Resident.LowLat,0,0,1.712,1.747,1.712,0.015,0.014,0.268,2.102,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,NA
Epthianura_aurifrons,PASSERIFORMES,-0.892,2.327,-0.038,Resident.MidLat,0,0,1.333,1.348,1.333,0.006,0.008,-3.539,-0.928,0,1,0,0.062,12.5,10,altricial,Monogamous,Solitary,Aggregation
Epthianura_tricolor,PASSERIFORMES,-0.968,2.251,-0.075,Migrant.Short,263.638,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0.144,13.5,11.9,altricial,Monogamous,NA,NA
Eremophila_alpestris,PASSERIFORMES,-0.174,3.277,0.18,Migrant.Short,3049.888,NA,1.018,1.146,1.403,0.15,0.016,NA,NA,0,0,0,0.097,11,13.5,altricial,Monogamous,Solitary,Aggregation
Erythrogonys_cinctus,CHARADRIIFORMES,0.049,3.912,0.07,Resident.MidLat,0,0.002,1.376,1.385,1.376,0.009,0.01,-2.488,-0.206,0,1,0,0.173,NA,NA,precocial,NA,NA,Aggregation
Erythropygia_coryphaeus,PASSERIFORMES,-0.329,3.138,0.099,Resident.MidLat,0,0.001,1.319,1.347,1.319,0.007,0.006,-4.215,-2.161,1,1,0,0.185,14.5,12,altricial,Monogamous,Solitary,NA
Erythrura_gouldiae,PASSERIFORMES,-0.693,2.565,0.036,Resident.LowLat,0,0,1.362,1.436,1.362,0.011,0.006,-3.733,-2.701,0,1,0,0.129,13,21.25,altricial,Monogamous,Facultative,Aggregation
Erythrura_trichroa,PASSERIFORMES,-0.511,2.067,0.476,Resident.LowLat,0,0,1.695,1.7,1.695,0.011,0.014,-0.101,2.798,0,0,1,0.097,13,21,altricial,Monogamous,Solitary,Aggregation
Esacus_giganteus,CHARADRIIFORMES,1.707,6.913,0.204,Resident.LowLat,0,0,1.565,1.61,1.565,0.012,0.011,-1.151,0.699,0,1,0,0,NA,NA,precocial,NA,NA,NA
Estrilda_melpoda,PASSERIFORMES,-0.904,2.128,0.051,Resident.MidLat,0,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0.173,12,20.5,altricial,Monogamous,Solitary,NA
Eudynamys_scolopaceus,CUCULIFORMES,0.93,5.45,0.16,Migrant.Short,3065.767,NA,1.38,1.409,1.639,0.088,0.012,NA,NA,1,1,1,0.126,14.25,23.5,altricial,NA,NA,NA
Eudynamys_taitensis,CUCULIFORMES,0.642,4.369,0.427,Migrant.Long,5105.556,NA,1.582,1.579,1.74,0.075,0.018,NA,NA,0,1,1,0.002,16,29,altricial,NA,NA,NA
